age,education_level,race,sex,over_50k,over_50k_text,count
33,Did not complete high school,White,Male,0,False,1
48,Some college,White,Male,0,False,1
23,Did not complete high school,White,Male,0,False,1
31,Bachelors,White,Male,1,True,1
26,Some college,Black,Male,0,False,1
61,High school,Asian-Pac-Islander,Male,0,False,1
50,Bachelors,Black,Male,0,False,1
49,Associates,White,Male,1,True,1
57,Did not complete high school,White,Male,1,True,1
19,High school,Asian-Pac-Islander,Male,0,False,1
18,Did not complete high school,White,Male,0,False,1
44,Associates,White,Female,0,False,1
54,Associates,White,Male,0,False,1
35,High school,White,Male,1,True,1
27,Masters,Asian-Pac-Islander,Male,0,False,1
50,High school,White,Male,0,False,1
43,High school,White,Male,0,False,1
28,Some college,White,Male,0,False,1
47,High school,White,Male,0,False,1
21,Did not complete high school,White,Male,0,False,1
30,Professional school,White,Female,0,False,1
19,High school,White,Male,0,False,1
40,Some college,White,Male,0,False,1
55,Masters,White,Male,1,True,1
67,High school,White,Male,0,False,1
31,Associates,White,Male,0,False,1
30,Associates,White,Male,0,False,1
54,Did not complete high school,White,Female,0,False,1
51,Bachelors,Amer-Indian-Eskimo,Female,0,False,1
34,High school,White,Female,0,False,1
59,Masters,White,Male,1,True,1
50,High school,White,Female,0,False,1
29,High school,White,Male,0,False,1
17,Did not complete high school,White,Male,0,False,1
24,High school,White,Female,0,False,1
52,Did not complete high school,White,Male,0,False,1
39,Masters,White,Female,1,True,1
18,Did not complete high school,White,Female,0,False,1
32,Some college,Black,Male,0,False,1
25,Some college,White,Female,0,False,1
34,High school,White,Female,0,False,1
44,High school,White,Male,1,True,1
37,Some college,White,Female,0,False,1
39,Masters,White,Female,1,True,1
32,Professional school,White,Male,1,True,1
23,Some college,White,Female,0,False,1
45,Some college,White,Male,0,False,1
30,Did not complete high school,White,Male,0,False,1
20,Did not complete high school,White,Female,0,False,1
41,High school,White,Male,0,False,1
21,High school,White,Female,0,False,1
48,Did not complete high school,Asian-Pac-Islander,Male,0,False,1
31,High school,White,Male,1,True,1
34,Associates,Black,Male,0,False,1
25,High school,Black,Male,0,False,1
41,Bachelors,White,Male,0,False,1
35,Professional school,White,Male,1,True,1
42,Bachelors,White,Female,0,False,1
34,High school,White,Male,1,True,1
44,Did not complete high school,White,Male,0,False,1
32,Bachelors,White,Male,1,True,1
25,Some college,Asian-Pac-Islander,Male,0,False,1
23,Did not complete high school,White,Male,0,False,1
36,Professional school,Other,Male,1,True,1
53,Bachelors,White,Male,1,True,1
27,Doctorate,White,Male,0,False,1
27,Bachelors,White,Female,0,False,1
57,High school,White,Female,0,False,1
17,Did not complete high school,White,Female,0,False,1
59,High school,White,Female,0,False,1
34,High school,White,Female,0,False,1
30,Did not complete high school,White,Male,0,False,1
31,Associates,Black,Female,0,False,1
18,Did not complete high school,White,Male,0,False,1
23,Some college,White,Male,0,False,1
19,High school,White,Male,0,False,1
20,Associates,White,Male,0,False,1
52,High school,White,Male,0,False,1
39,Bachelors,White,Male,1,True,1
27,High school,White,Female,0,False,1
19,Some college,White,Female,0,False,1
38,Bachelors,White,Female,0,False,1
19,High school,White,Male,0,False,1
34,Bachelors,White,Female,1,True,1
41,High school,White,Male,0,False,1
23,High school,White,Female,0,False,1
24,Associates,White,Male,0,False,1
24,Bachelors,White,Female,0,False,1
22,Did not complete high school,Amer-Indian-Eskimo,Male,0,False,1
45,Professional school,White,Male,1,True,1
45,High school,White,Male,1,True,1
48,Bachelors,Asian-Pac-Islander,Male,1,True,1
42,Bachelors,White,Male,0,False,1
35,Some college,White,Male,0,False,1
32,High school,Amer-Indian-Eskimo,Female,0,False,1
51,High school,White,Female,0,False,1
59,Some college,White,Male,1,True,1
31,High school,White,Male,0,False,1
27,Bachelors,White,Male,0,False,1
29,Bachelors,Black,Male,1,True,1
57,Associates,White,Female,0,False,1
40,High school,White,Male,0,False,1
31,High school,White,Male,0,False,1
23,Did not complete high school,White,Male,0,False,1
42,High school,White,Female,0,False,1
60,High school,White,Male,0,False,1
53,Masters,White,Female,1,True,1
20,Some college,White,Female,0,False,1
27,High school,White,Male,0,False,1
31,High school,White,Male,0,False,1
29,Bachelors,White,Male,0,False,1
22,Bachelors,White,Male,0,False,1
42,Bachelors,White,Female,1,True,1
63,Professional school,White,Male,1,True,1
28,High school,White,Male,0,False,1
79,Some college,White,Male,0,False,1
39,High school,White,Male,1,True,1
29,Did not complete high school,Other,Male,0,False,1
60,Did not complete high school,White,Male,0,False,1
58,Did not complete high school,White,Female,0,False,1
20,Associates,White,Female,0,False,1
44,High school,White,Male,1,True,1
47,High school,White,Male,0,False,1
59,High school,White,Male,1,True,1
37,Masters,White,Male,0,False,1
21,High school,White,Male,0,False,1
68,Associates,White,Female,0,False,1
43,Some college,White,Male,0,False,1
23,Some college,Black,Female,0,False,1
23,High school,White,Female,0,False,1
40,Masters,White,Female,0,False,1
45,Some college,White,Female,0,False,1
34,Associates,White,Male,1,True,1
22,Some college,White,Male,0,False,1
38,Bachelors,White,Male,1,True,1
24,Some college,White,Male,0,False,1
23,High school,White,Female,0,False,1
39,Some college,White,Male,1,True,1
26,Some college,White,Male,0,False,1
24,High school,White,Male,0,False,1
22,Some college,White,Male,0,False,1
36,Bachelors,White,Male,0,False,1
20,Some college,White,Female,0,False,1
18,Did not complete high school,Black,Male,0,False,1
38,Bachelors,White,Male,1,True,1
43,Bachelors,White,Male,0,False,1
56,High school,Black,Male,0,False,1
42,Masters,White,Male,1,True,1
35,Bachelors,White,Male,1,True,1
31,Some college,White,Female,0,False,1
73,Did not complete high school,White,Male,0,False,1
32,Some college,White,Female,0,False,1
37,Masters,White,Male,1,True,1
66,High school,White,Male,0,False,1
22,High school,White,Female,0,False,1
51,Associates,White,Male,0,False,1
31,High school,White,Male,0,False,1
65,High school,White,Female,0,False,1
39,High school,Black,Female,0,False,1
48,Some college,White,Female,0,False,1
20,Some college,White,Female,0,False,1
28,Associates,White,Male,0,False,1
48,Bachelors,White,Male,1,True,1
29,Professional school,White,Male,0,False,1
36,Doctorate,White,Male,1,True,1
35,Bachelors,White,Male,1,True,1
31,Some college,White,Male,1,True,1
48,High school,White,Male,0,False,1
36,Associates,White,Male,0,False,1
40,High school,White,Male,0,False,1
57,High school,White,Male,0,False,1
26,Bachelors,White,Female,0,False,1
37,High school,White,Female,0,False,1
65,Doctorate,White,Male,1,True,1
26,Did not complete high school,White,Female,0,False,1
42,Some college,White,Male,0,False,1
47,Masters,White,Male,1,True,1
62,Did not complete high school,White,Male,0,False,1
27,Associates,White,Male,0,False,1
76,Some college,White,Male,0,False,1
20,Some college,White,Female,0,False,1
29,Bachelors,White,Female,0,False,1
29,Did not complete high school,White,Male,1,True,1
32,Did not complete high school,White,Male,0,False,1
22,Some college,White,Male,0,False,1
30,High school,Black,Female,0,False,1
43,Some college,White,Female,0,False,1
23,Bachelors,White,Male,0,False,1
44,Professional school,White,Male,1,True,1
41,Bachelors,White,Male,0,False,1
49,Masters,Black,Female,1,True,1
30,High school,White,Male,1,True,1
23,Some college,White,Male,0,False,1
39,High school,White,Female,0,False,1
32,Bachelors,White,Male,1,True,1
50,Some college,White,Male,1,True,1
19,Some college,White,Female,0,False,1
35,Bachelors,White,Male,1,True,1
23,High school,White,Male,0,False,1
25,Some college,White,Male,0,False,1
40,High school,White,Female,0,False,1
30,Bachelors,Black,Male,1,True,1
52,Some college,White,Male,1,True,1
49,Some college,Black,Male,0,False,1
24,Bachelors,White,Female,0,False,1
46,Bachelors,White,Male,1,True,1
39,Bachelors,White,Male,1,True,1
45,Bachelors,White,Male,1,True,1
62,Bachelors,White,Female,0,False,1
43,Bachelors,White,Male,1,True,1
45,Some college,White,Female,0,False,1
62,High school,White,Male,0,False,1
48,Did not complete high school,White,Male,0,False,1
56,High school,Black,Female,0,False,1
28,High school,White,Female,0,False,1
23,High school,Black,Male,0,False,1
43,High school,White,Female,0,False,1
26,Bachelors,White,Male,1,True,1
36,High school,White,Male,1,True,1
55,Doctorate,White,Female,0,False,1
48,Bachelors,White,Female,0,False,1
43,Did not complete high school,Asian-Pac-Islander,Female,0,False,1
38,Associates,White,Male,1,True,1
18,High school,White,Male,0,False,1
56,High school,White,Male,0,False,1
39,Masters,White,Male,0,False,1
46,Did not complete high school,White,Male,0,False,1
36,Did not complete high school,Amer-Indian-Eskimo,Male,0,False,1
42,High school,White,Male,0,False,1
50,High school,White,Male,1,True,1
17,Did not complete high school,White,Male,0,False,1
57,Did not complete high school,Black,Female,0,False,1
73,High school,White,Female,0,False,1
50,Some college,White,Male,0,False,1
35,Some college,White,Male,0,False,1
27,Some college,White,Male,0,False,1
24,Some college,White,Female,0,False,1
27,Some college,White,Male,0,False,1
23,High school,White,Male,0,False,1
25,High school,White,Female,0,False,1
51,Bachelors,White,Male,1,True,1
26,Did not complete high school,White,Female,0,False,1
47,Some college,White,Male,0,False,1
40,High school,Black,Male,0,False,1
58,Did not complete high school,White,Female,0,False,1
25,Some college,White,Female,0,False,1
29,High school,White,Female,0,False,1
36,Did not complete high school,White,Male,0,False,1
46,High school,White,Female,0,False,1
69,Did not complete high school,Black,Female,0,False,1
69,High school,White,Female,0,False,1
28,High school,Black,Female,0,False,1
20,High school,White,Male,0,False,1
54,High school,Black,Female,0,False,1
25,Some college,White,Male,0,False,1
64,High school,White,Male,0,False,1
17,High school,White,Female,0,False,1
53,High school,White,Male,0,False,1
50,Did not complete high school,White,Male,0,False,1
57,High school,White,Female,0,False,1
51,Some college,White,Male,0,False,1
20,Some college,White,Male,0,False,1
47,Some college,White,Male,0,False,1
25,High school,White,Male,0,False,1
50,Professional school,White,Male,1,True,1
20,High school,White,Female,0,False,1
43,Professional school,White,Male,1,True,1
46,Bachelors,White,Female,0,False,1
54,High school,White,Female,0,False,1
53,Some college,Amer-Indian-Eskimo,Female,0,False,1
21,High school,White,Male,0,False,1
58,Some college,White,Male,0,False,1
30,Bachelors,White,Male,1,True,1
61,High school,Black,Female,0,False,1
56,Some college,White,Female,0,False,1
59,High school,White,Female,0,False,1
72,High school,White,Male,0,False,1
33,High school,White,Male,0,False,1
46,High school,White,Female,1,True,1
46,Some college,White,Male,1,True,1
48,High school,Black,Female,0,False,1
33,High school,White,Male,0,False,1
21,Some college,White,Female,0,False,1
27,High school,White,Female,0,False,1
31,High school,White,Male,0,False,1
28,Bachelors,White,Male,0,False,1
45,Some college,White,Female,0,False,1
51,High school,White,Male,1,True,1
46,High school,Black,Female,0,False,1
25,Some college,White,Male,0,False,1
61,Some college,White,Male,1,True,1
17,Did not complete high school,White,Female,0,False,1
26,Bachelors,White,Male,0,False,1
35,Did not complete high school,White,Male,0,False,1
33,Did not complete high school,White,Male,0,False,1
37,Did not complete high school,Asian-Pac-Islander,Female,0,False,1
39,High school,White,Female,0,False,1
42,High school,White,Female,0,False,1
35,Bachelors,White,Male,1,True,1
45,High school,White,Female,1,True,1
47,Bachelors,White,Male,1,True,1
64,Did not complete high school,White,Male,0,False,1
39,Professional school,White,Female,1,True,1
43,High school,White,Female,0,False,1
34,High school,White,Male,0,False,1
62,Bachelors,White,Male,1,True,1
53,Some college,White,Male,1,True,1
31,Bachelors,White,Male,0,False,1
26,High school,White,Male,0,False,1
56,Did not complete high school,White,Male,1,True,1
43,Some college,White,Female,0,False,1
33,Some college,Black,Male,0,False,1
45,Some college,White,Male,1,True,1
46,Some college,White,Male,0,False,1
26,Associates,White,Male,0,False,1
24,High school,White,Female,0,False,1
43,Bachelors,White,Male,1,True,1
40,Associates,White,Male,0,False,1
61,Did not complete high school,White,Male,0,False,1
34,Some college,Black,Female,0,False,1
85,High school,White,Male,0,False,1
41,High school,White,Female,0,False,1
31,Associates,White,Female,0,False,1
22,Some college,White,Female,0,False,1
60,High school,Black,Female,0,False,1
29,Associates,White,Female,0,False,1
34,High school,White,Male,0,False,1
35,Bachelors,Asian-Pac-Islander,Female,0,False,1
24,High school,White,Male,0,False,1
45,Masters,Black,Male,0,False,1
21,Did not complete high school,Black,Male,0,False,1
30,Associates,White,Female,1,True,1
50,Some college,White,Male,1,True,1
41,High school,White,Male,1,True,1
21,High school,White,Female,0,False,1
45,High school,White,Male,0,False,1
34,Bachelors,White,Male,1,True,1
28,High school,White,Male,0,False,1
19,High school,White,Male,0,False,1
26,Bachelors,White,Male,1,True,1
48,Bachelors,White,Male,1,True,1
69,Bachelors,White,Male,1,True,1
41,Some college,White,Female,0,False,1
43,Bachelors,White,Female,0,False,1
28,High school,White,Male,0,False,1
65,Some college,White,Female,0,False,1
31,Bachelors,White,Male,0,False,1
28,Bachelors,White,Female,0,False,1
51,Bachelors,White,Male,1,True,1
45,Some college,White,Female,0,False,1
43,High school,Black,Male,0,False,1
31,Associates,White,Male,0,False,1
31,Some college,White,Male,1,True,1
45,Some college,Asian-Pac-Islander,Male,0,False,1
20,Bachelors,Black,Female,0,False,1
25,Bachelors,White,Male,0,False,1
36,High school,White,Female,0,False,1
31,Bachelors,White,Male,0,False,1
56,Some college,White,Male,0,False,1
26,Bachelors,White,Male,0,False,1
47,Some college,White,Female,0,False,1
40,High school,White,Male,0,False,1
32,High school,White,Female,0,False,1
34,Masters,Black,Female,0,False,1
37,High school,White,Male,0,False,1
38,High school,White,Male,0,False,1
19,Associates,Asian-Pac-Islander,Male,0,False,1
49,Did not complete high school,White,Female,0,False,1
18,High school,Black,Female,0,False,1
26,Associates,White,Female,0,False,1
82,Did not complete high school,White,Male,0,False,1
40,High school,White,Male,0,False,1
28,Some college,White,Male,0,False,1
23,High school,Black,Male,0,False,1
19,Some college,White,Male,0,False,1
67,High school,Black,Male,0,False,1
43,Bachelors,White,Male,1,True,1
41,Associates,Other,Female,0,False,1
37,Associates,White,Female,0,False,1
20,High school,White,Male,0,False,1
